project_title,description,category,sensors,actuators,controllers,components
Smart Security System,detect intruders using sensors variation 800,IoT,Flame Sensor,Motor Driver,Arduino,Flame Sensor|Motor Driver|Arduino
Smart Farming,monitor agriculture conditions variation 801,IoT,Ultrasonic Sensor|Temperature Sensor,None,ESP32,Ultrasonic Sensor|Temperature Sensor|ESP32
Air Quality Monitoring,monitor pollution levels variation 802,IoT,Humidity Sensor|Gas Sensor,Water Pump,ESP8266,Humidity Sensor|Gas Sensor|Water Pump|ESP8266
Smart Irrigation,automatic watering using soil moisture variation 803,IoT,LDR Sensor|Gas Sensor,None,ESP8266,LDR Sensor|Gas Sensor|ESP8266
Smart Irrigation,automatic watering using soil moisture variation 804,IoT,LDR Sensor|Ultrasonic Sensor,None,ESP8266,LDR Sensor|Ultrasonic Sensor|ESP8266
Water Level Indicator,monitor water level in tank variation 805,IoT,Gas Sensor,Servo Motor,Arduino,Gas Sensor|Servo Motor|Arduino
Smart Irrigation,automatic watering using soil moisture variation 806,IoT,Motion Sensor|Flame Sensor,Valve,ESP32,Motion Sensor|Flame Sensor|Valve|ESP32
Smart Parking,detect parking availability variation 807,IoT,Ultrasonic Sensor,None,Arduino,Ultrasonic Sensor|Arduino
Smart Irrigation,automatic watering using soil moisture variation 808,IoT,Flame Sensor,Buzzer,Arduino,Flame Sensor|Buzzer|Arduino
Smart Lighting,automatic lighting control variation 809,IoT,Gas Sensor,None,ESP32,Gas Sensor|ESP32
Water Level Indicator,monitor water level in tank variation 810,IoT,Ultrasonic Sensor,Water Pump,ESP8266,Ultrasonic Sensor|Water Pump|ESP8266
Line Following Robot,robot follows path using IR sensors variation 811,Robotics,Temperature Sensor,None,Arduino,Temperature Sensor|Arduino
Obstacle Avoiding Robot,robot avoids obstacles variation 812,Robotics,Gas Sensor,Servo Motor,Arduino,Gas Sensor|Servo Motor|Arduino
Fire Detection,detect fire using flame sensor variation 813,IoT,Gas Sensor|Soil Sensor,None,Arduino,Gas Sensor|Soil Sensor|Arduino
Smart Parking,detect parking availability variation 814,IoT,Ultrasonic Sensor|Flame Sensor,Servo Motor,Arduino,Ultrasonic Sensor|Flame Sensor|Servo Motor|Arduino
Smart Lighting,automatic lighting control variation 815,IoT,Temperature Sensor|LDR Sensor,LED,ESP8266,Temperature Sensor|LDR Sensor|LED|ESP8266
Water Level Indicator,monitor water level in tank variation 816,IoT,Soil Sensor,Buzzer,ESP8266,Soil Sensor|Buzzer|ESP8266
Fire Detection,detect fire using flame sensor variation 817,IoT,IR Sensor,Water Pump,ESP32,IR Sensor|Water Pump|ESP32
Smart Security System,detect intruders using sensors variation 818,IoT,Flame Sensor,None,ESP32,Flame Sensor|ESP32
Smart Parking,detect parking availability variation 819,IoT,Motion Sensor,Motor Driver,Arduino,Motion Sensor|Motor Driver|Arduino
Line Following Robot,robot follows path using IR sensors variation 820,Robotics,Temperature Sensor,None,ESP8266,Temperature Sensor|ESP8266
Smart Lighting,automatic lighting control variation 821,IoT,LDR Sensor,None,Arduino,LDR Sensor|Arduino
Obstacle Avoiding Robot,robot avoids obstacles variation 822,Robotics,Humidity Sensor|Temperature Sensor,Buzzer,ESP32,Humidity Sensor|Temperature Sensor|Buzzer|ESP32
Home Automation,control home devices using wifi variation 823,IoT,Ultrasonic Sensor|Humidity Sensor,Water Pump,ESP32,Ultrasonic Sensor|Humidity Sensor|Water Pump|ESP32
Smart Lighting,automatic lighting control variation 824,IoT,Humidity Sensor,None,ESP8266,Humidity Sensor|ESP8266
Smart Irrigation,automatic watering using soil moisture variation 825,IoT,Gas Sensor|Soil Sensor,Water Pump,ESP8266,Gas Sensor|Soil Sensor|Water Pump|ESP8266
Obstacle Avoiding Robot,robot avoids obstacles variation 826,Robotics,Flame Sensor,None,Arduino,Flame Sensor|Arduino
Line Following Robot,robot follows path using IR sensors variation 827,Robotics,Soil Sensor|LDR Sensor,Servo Motor,Arduino,Soil Sensor|LDR Sensor|Servo Motor|Arduino
Water Level Indicator,monitor water level in tank variation 828,IoT,IR Sensor|Motion Sensor,None,ESP8266,IR Sensor|Motion Sensor|ESP8266
Smart Farming,monitor agriculture conditions variation 829,IoT,Motion Sensor|LDR Sensor,None,ESP32,Motion Sensor|LDR Sensor|ESP32
Smart Parking,detect parking availability variation 830,IoT,LDR Sensor,None,ESP8266,LDR Sensor|ESP8266
Smart Security System,detect intruders using sensors variation 831,IoT,Flame Sensor|Temperature Sensor,None,ESP32,Flame Sensor|Temperature Sensor|ESP32
Fire Detection,detect fire using flame sensor variation 832,IoT,Soil Sensor|Flame Sensor,None,ESP8266,Soil Sensor|Flame Sensor|ESP8266
Fire Detection,detect fire using flame sensor variation 833,IoT,Ultrasonic Sensor|Gas Sensor,None,Arduino,Ultrasonic Sensor|Gas Sensor|Arduino
Smart Parking,detect parking availability variation 834,IoT,Flame Sensor,Water Pump,ESP8266,Flame Sensor|Water Pump|ESP8266
Smart Farming,monitor agriculture conditions variation 835,IoT,Motion Sensor|Temperature Sensor,None,ESP8266,Motion Sensor|Temperature Sensor|ESP8266
Smart Parking,detect parking availability variation 836,IoT,Temperature Sensor,None,ESP8266,Temperature Sensor|ESP8266
Smart Farming,monitor agriculture conditions variation 837,IoT,Motion Sensor|LDR Sensor,Servo Motor,ESP8266,Motion Sensor|LDR Sensor|Servo Motor|ESP8266
Smart Irrigation,automatic watering using soil moisture variation 838,IoT,LDR Sensor,None,Arduino,LDR Sensor|Arduino
Water Level Indicator,monitor water level in tank variation 839,IoT,Ultrasonic Sensor,Servo Motor,Arduino,Ultrasonic Sensor|Servo Motor|Arduino
Smart Lighting,automatic lighting control variation 840,IoT,Flame Sensor|Humidity Sensor,None,ESP8266,Flame Sensor|Humidity Sensor|ESP8266
Smart Lighting,automatic lighting control variation 841,IoT,LDR Sensor|Ultrasonic Sensor,None,ESP32,LDR Sensor|Ultrasonic Sensor|ESP32
Air Quality Monitoring,monitor pollution levels variation 842,IoT,Motion Sensor|Soil Sensor,None,Arduino,Motion Sensor|Soil Sensor|Arduino
Obstacle Avoiding Robot,robot avoids obstacles variation 843,Robotics,Gas Sensor|Flame Sensor,None,ESP8266,Gas Sensor|Flame Sensor|ESP8266
Line Following Robot,robot follows path using IR sensors variation 844,Robotics,Soil Sensor|IR Sensor,None,Arduino,Soil Sensor|IR Sensor|Arduino
Obstacle Avoiding Robot,robot avoids obstacles variation 845,Robotics,Flame Sensor,None,ESP32,Flame Sensor|ESP32
Smart Irrigation,automatic watering using soil moisture variation 846,IoT,LDR Sensor|Gas Sensor,Servo Motor,ESP8266,LDR Sensor|Gas Sensor|Servo Motor|ESP8266
Smart Lighting,automatic lighting control variation 847,IoT,Motion Sensor|Gas Sensor,None,ESP8266,Motion Sensor|Gas Sensor|ESP8266
Weather Monitoring,monitor temperature and humidity variation 848,IoT,IR Sensor|LDR Sensor,None,ESP8266,IR Sensor|LDR Sensor|ESP8266
Smart Farming,monitor agriculture conditions variation 849,IoT,Motion Sensor,Buzzer,ESP8266,Motion Sensor|Buzzer|ESP8266
Smart Irrigation,automatic watering using soil moisture variation 850,IoT,Humidity Sensor,Motor Driver,ESP8266,Humidity Sensor|Motor Driver|ESP8266
Smart Irrigation,automatic watering using soil moisture variation 851,IoT,Motion Sensor,LED,ESP32,Motion Sensor|LED|ESP32
Line Following Robot,robot follows path using IR sensors variation 852,Robotics,Flame Sensor|IR Sensor,Motor Driver,ESP32,Flame Sensor|IR Sensor|Motor Driver|ESP32
Obstacle Avoiding Robot,robot avoids obstacles variation 853,Robotics,Motion Sensor,None,Arduino,Motion Sensor|Arduino
Line Following Robot,robot follows path using IR sensors variation 854,Robotics,Humidity Sensor|Temperature Sensor,None,Arduino,Humidity Sensor|Temperature Sensor|Arduino
Smart Lighting,automatic lighting control variation 855,IoT,LDR Sensor,Servo Motor,ESP32,LDR Sensor|Servo Motor|ESP32
Smart Lighting,automatic lighting control variation 856,IoT,Soil Sensor|Flame Sensor,Relay,Arduino,Soil Sensor|Flame Sensor|Relay|Arduino
Smart Parking,detect parking availability variation 857,IoT,Humidity Sensor|Flame Sensor,None,ESP32,Humidity Sensor|Flame Sensor|ESP32
Home Automation,control home devices using wifi variation 858,IoT,Ultrasonic Sensor,Relay,ESP32,Ultrasonic Sensor|Relay|ESP32
Smart Irrigation,automatic watering using soil moisture variation 859,IoT,IR Sensor,LED,Arduino,IR Sensor|LED|Arduino
Smart Irrigation,automatic watering using soil moisture variation 860,IoT,Motion Sensor|Soil Sensor,Valve,ESP8266,Motion Sensor|Soil Sensor|Valve|ESP8266
Smart Lighting,automatic lighting control variation 861,IoT,Gas Sensor,None,Arduino,Gas Sensor|Arduino
Obstacle Avoiding Robot,robot avoids obstacles variation 862,Robotics,LDR Sensor|IR Sensor,None,Arduino,LDR Sensor|IR Sensor|Arduino
Air Quality Monitoring,monitor pollution levels variation 863,IoT,Temperature Sensor|Soil Sensor,LED,ESP32,Temperature Sensor|Soil Sensor|LED|ESP32
Smart Parking,detect parking availability variation 864,IoT,Motion Sensor|LDR Sensor,None,ESP8266,Motion Sensor|LDR Sensor|ESP8266
Fire Detection,detect fire using flame sensor variation 865,IoT,Ultrasonic Sensor,Motor Driver,Arduino,Ultrasonic Sensor|Motor Driver|Arduino
Home Automation,control home devices using wifi variation 866,IoT,Gas Sensor|Motion Sensor,Buzzer,ESP8266,Gas Sensor|Motion Sensor|Buzzer|ESP8266
Fire Detection,detect fire using flame sensor variation 867,IoT,IR Sensor,Water Pump,ESP8266,IR Sensor|Water Pump|ESP8266
Air Quality Monitoring,monitor pollution levels variation 868,IoT,Humidity Sensor|Ultrasonic Sensor,None,Arduino,Humidity Sensor|Ultrasonic Sensor|Arduino
Smart Irrigation,automatic watering using soil moisture variation 869,IoT,Humidity Sensor,Valve,ESP32,Humidity Sensor|Valve|ESP32
Smart Farming,monitor agriculture conditions variation 870,IoT,Ultrasonic Sensor|Gas Sensor,None,ESP8266,Ultrasonic Sensor|Gas Sensor|ESP8266
Water Level Indicator,monitor water level in tank variation 871,IoT,Soil Sensor,Water Pump,ESP32,Soil Sensor|Water Pump|ESP32
Smart Farming,monitor agriculture conditions variation 872,IoT,Flame Sensor,None,ESP8266,Flame Sensor|ESP8266
Air Quality Monitoring,monitor pollution levels variation 873,IoT,Gas Sensor|Motion Sensor,Relay,ESP8266,Gas Sensor|Motion Sensor|Relay|ESP8266
Water Level Indicator,monitor water level in tank variation 874,IoT,Soil Sensor,None,ESP8266,Soil Sensor|ESP8266
Water Level Indicator,monitor water level in tank variation 875,IoT,Soil Sensor,Servo Motor,ESP8266,Soil Sensor|Servo Motor|ESP8266
Smart Farming,monitor agriculture conditions variation 876,IoT,Humidity Sensor|IR Sensor,None,ESP32,Humidity Sensor|IR Sensor|ESP32
Smart Lighting,automatic lighting control variation 877,IoT,LDR Sensor|Temperature Sensor,Motor Driver,ESP8266,LDR Sensor|Temperature Sensor|Motor Driver|ESP8266
Water Level Indicator,monitor water level in tank variation 878,IoT,IR Sensor,Relay,Arduino,IR Sensor|Relay|Arduino
Smart Farming,monitor agriculture conditions variation 879,IoT,IR Sensor|Gas Sensor,None,Arduino,IR Sensor|Gas Sensor|Arduino
Smart Lighting,automatic lighting control variation 880,IoT,Motion Sensor|Flame Sensor,None,ESP8266,Motion Sensor|Flame Sensor|ESP8266
Smart Parking,detect parking availability variation 881,IoT,Soil Sensor|IR Sensor,Valve,ESP8266,Soil Sensor|IR Sensor|Valve|ESP8266
Home Automation,control home devices using wifi variation 882,IoT,Motion Sensor|IR Sensor,None,ESP8266,Motion Sensor|IR Sensor|ESP8266
Smart Farming,monitor agriculture conditions variation 883,IoT,Gas Sensor|IR Sensor,Motor Driver,ESP32,Gas Sensor|IR Sensor|Motor Driver|ESP32
Obstacle Avoiding Robot,robot avoids obstacles variation 884,Robotics,IR Sensor|Soil Sensor,None,ESP32,IR Sensor|Soil Sensor|ESP32
Line Following Robot,robot follows path using IR sensors variation 885,Robotics,IR Sensor,None,ESP8266,IR Sensor|ESP8266
Air Quality Monitoring,monitor pollution levels variation 886,IoT,Motion Sensor,None,Arduino,Motion Sensor|Arduino
Line Following Robot,robot follows path using IR sensors variation 887,Robotics,Humidity Sensor,Servo Motor,Arduino,Humidity Sensor|Servo Motor|Arduino
Smart Irrigation,automatic watering using soil moisture variation 888,IoT,LDR Sensor,None,Arduino,LDR Sensor|Arduino
Fire Detection,detect fire using flame sensor variation 889,IoT,Humidity Sensor,None,ESP8266,Humidity Sensor|ESP8266
Water Level Indicator,monitor water level in tank variation 890,IoT,Flame Sensor,Water Pump,Arduino,Flame Sensor|Water Pump|Arduino
Smart Farming,monitor agriculture conditions variation 891,IoT,Gas Sensor,None,ESP8266,Gas Sensor|ESP8266
Smart Lighting,automatic lighting control variation 892,IoT,LDR Sensor,None,Arduino,LDR Sensor|Arduino
Obstacle Avoiding Robot,robot avoids obstacles variation 893,Robotics,IR Sensor,None,ESP32,IR Sensor|ESP32
Home Automation,control home devices using wifi variation 894,IoT,Temperature Sensor|LDR Sensor,None,ESP8266,Temperature Sensor|LDR Sensor|ESP8266
Smart Lighting,automatic lighting control variation 895,IoT,Ultrasonic Sensor,None,ESP32,Ultrasonic Sensor|ESP32
Weather Monitoring,monitor temperature and humidity variation 896,IoT,IR Sensor,Buzzer,Arduino,IR Sensor|Buzzer|Arduino
Obstacle Avoiding Robot,robot avoids obstacles variation 897,Robotics,Ultrasonic Sensor,Buzzer,Arduino,Ultrasonic Sensor|Buzzer|Arduino
Home Automation,control home devices using wifi variation 898,IoT,Humidity Sensor|Flame Sensor,None,Arduino,Humidity Sensor|Flame Sensor|Arduino
Weather Monitoring,monitor temperature and humidity variation 899,IoT,Soil Sensor,None,ESP32,Soil Sensor|ESP32
Smart Parking,detect parking availability variation 900,IoT,Ultrasonic Sensor,Valve,ESP32,Ultrasonic Sensor|Valve|ESP32
Home Automation,control home devices using wifi variation 901,IoT,Flame Sensor,None,ESP8266,Flame Sensor|ESP8266
Water Level Indicator,monitor water level in tank variation 902,IoT,Soil Sensor,Motor Driver,ESP8266,Soil Sensor|Motor Driver|ESP8266
Smart Lighting,automatic lighting control variation 903,IoT,Gas Sensor,Motor Driver,ESP32,Gas Sensor|Motor Driver|ESP32
Water Level Indicator,monitor water level in tank variation 904,IoT,IR Sensor|Temperature Sensor,Water Pump,ESP32,IR Sensor|Temperature Sensor|Water Pump|ESP32
Water Level Indicator,monitor water level in tank variation 905,IoT,Flame Sensor|LDR Sensor,None,ESP8266,Flame Sensor|LDR Sensor|ESP8266
Line Following Robot,robot follows path using IR sensors variation 906,Robotics,Flame Sensor,Relay,Arduino,Flame Sensor|Relay|Arduino
Fire Detection,detect fire using flame sensor variation 907,IoT,Ultrasonic Sensor,Valve,ESP8266,Ultrasonic Sensor|Valve|ESP8266
Smart Parking,detect parking availability variation 908,IoT,Temperature Sensor|Motion Sensor,Water Pump,ESP32,Temperature Sensor|Motion Sensor|Water Pump|ESP32
Weather Monitoring,monitor temperature and humidity variation 909,IoT,Motion Sensor,Valve,ESP8266,Motion Sensor|Valve|ESP8266
Smart Lighting,automatic lighting control variation 910,IoT,Gas Sensor|IR Sensor,None,ESP8266,Gas Sensor|IR Sensor|ESP8266
Fire Detection,detect fire using flame sensor variation 911,IoT,LDR Sensor|IR Sensor,None,Arduino,LDR Sensor|IR Sensor|Arduino
Weather Monitoring,monitor temperature and humidity variation 912,IoT,Soil Sensor|Flame Sensor,Motor Driver,Arduino,Soil Sensor|Flame Sensor|Motor Driver|Arduino
Fire Detection,detect fire using flame sensor variation 913,IoT,Ultrasonic Sensor|Soil Sensor,Water Pump,ESP32,Ultrasonic Sensor|Soil Sensor|Water Pump|ESP32
Smart Security System,detect intruders using sensors variation 914,IoT,Ultrasonic Sensor,None,Arduino,Ultrasonic Sensor|Arduino
Weather Monitoring,monitor temperature and humidity variation 915,IoT,Motion Sensor|Temperature Sensor,Water Pump,ESP8266,Motion Sensor|Temperature Sensor|Water Pump|ESP8266
Obstacle Avoiding Robot,robot avoids obstacles variation 916,Robotics,Soil Sensor|Flame Sensor,None,ESP32,Soil Sensor|Flame Sensor|ESP32
Air Quality Monitoring,monitor pollution levels variation 917,IoT,Flame Sensor|Gas Sensor,None,ESP32,Flame Sensor|Gas Sensor|ESP32
Smart Parking,detect parking availability variation 918,IoT,Flame Sensor|LDR Sensor,None,ESP8266,Flame Sensor|LDR Sensor|ESP8266
Smart Lighting,automatic lighting control variation 919,IoT,Motion Sensor,Buzzer,ESP32,Motion Sensor|Buzzer|ESP32
Line Following Robot,robot follows path using IR sensors variation 920,Robotics,Soil Sensor,None,Arduino,Soil Sensor|Arduino
Line Following Robot,robot follows path using IR sensors variation 921,Robotics,Flame Sensor|Temperature Sensor,Valve,ESP32,Flame Sensor|Temperature Sensor|Valve|ESP32
Obstacle Avoiding Robot,robot avoids obstacles variation 922,Robotics,IR Sensor,None,Arduino,IR Sensor|Arduino
Smart Irrigation,automatic watering using soil moisture variation 923,IoT,Humidity Sensor,Water Pump,ESP8266,Humidity Sensor|Water Pump|ESP8266
Fire Detection,detect fire using flame sensor variation 924,IoT,Gas Sensor,None,ESP32,Gas Sensor|ESP32
Smart Irrigation,automatic watering using soil moisture variation 925,IoT,Flame Sensor|Soil Sensor,None,Arduino,Flame Sensor|Soil Sensor|Arduino
Weather Monitoring,monitor temperature and humidity variation 926,IoT,Gas Sensor,Buzzer,Arduino,Gas Sensor|Buzzer|Arduino
Smart Irrigation,automatic watering using soil moisture variation 927,IoT,Motion Sensor|LDR Sensor,Motor Driver,ESP8266,Motion Sensor|LDR Sensor|Motor Driver|ESP8266
Water Level Indicator,monitor water level in tank variation 928,IoT,LDR Sensor,Water Pump,Arduino,LDR Sensor|Water Pump|Arduino
Smart Irrigation,automatic watering using soil moisture variation 929,IoT,Soil Sensor,Water Pump,ESP32,Soil Sensor|Water Pump|ESP32
Smart Irrigation,automatic watering using soil moisture variation 930,IoT,Gas Sensor|Flame Sensor,Valve,ESP8266,Gas Sensor|Flame Sensor|Valve|ESP8266
Line Following Robot,robot follows path using IR sensors variation 931,Robotics,Ultrasonic Sensor|Gas Sensor,Motor Driver,ESP8266,Ultrasonic Sensor|Gas Sensor|Motor Driver|ESP8266
Fire Detection,detect fire using flame sensor variation 932,IoT,LDR Sensor|Gas Sensor,LED,Arduino,LDR Sensor|Gas Sensor|LED|Arduino
Smart Security System,detect intruders using sensors variation 933,IoT,Temperature Sensor,Relay,ESP32,Temperature Sensor|Relay|ESP32
Weather Monitoring,monitor temperature and humidity variation 934,IoT,Temperature Sensor,Motor Driver,ESP8266,Temperature Sensor|Motor Driver|ESP8266
Smart Parking,detect parking availability variation 935,IoT,Temperature Sensor,None,ESP32,Temperature Sensor|ESP32
Smart Lighting,automatic lighting control variation 936,IoT,Humidity Sensor|Ultrasonic Sensor,Servo Motor,ESP32,Humidity Sensor|Ultrasonic Sensor|Servo Motor|ESP32
Smart Irrigation,automatic watering using soil moisture variation 937,IoT,Ultrasonic Sensor,Buzzer,ESP32,Ultrasonic Sensor|Buzzer|ESP32
Line Following Robot,robot follows path using IR sensors variation 938,Robotics,Motion Sensor,Relay,ESP8266,Motion Sensor|Relay|ESP8266
Weather Monitoring,monitor temperature and humidity variation 939,IoT,Flame Sensor,None,Arduino,Flame Sensor|Arduino
Smart Lighting,automatic lighting control variation 940,IoT,Motion Sensor,None,Arduino,Motion Sensor|Arduino
Weather Monitoring,monitor temperature and humidity variation 941,IoT,Gas Sensor,Water Pump,ESP8266,Gas Sensor|Water Pump|ESP8266
Smart Lighting,automatic lighting control variation 942,IoT,Temperature Sensor,Buzzer,Arduino,Temperature Sensor|Buzzer|Arduino
Water Level Indicator,monitor water level in tank variation 943,IoT,Motion Sensor,None,Arduino,Motion Sensor|Arduino
Weather Monitoring,monitor temperature and humidity variation 944,IoT,Soil Sensor,Valve,Arduino,Soil Sensor|Valve|Arduino
Home Automation,control home devices using wifi variation 945,IoT,Ultrasonic Sensor|Motion Sensor,Servo Motor,ESP32,Ultrasonic Sensor|Motion Sensor|Servo Motor|ESP32
Smart Parking,detect parking availability variation 946,IoT,LDR Sensor,None,ESP8266,LDR Sensor|ESP8266
Line Following Robot,robot follows path using IR sensors variation 947,Robotics,Temperature Sensor|LDR Sensor,None,ESP32,Temperature Sensor|LDR Sensor|ESP32
Water Level Indicator,monitor water level in tank variation 948,IoT,Soil Sensor,None,Arduino,Soil Sensor|Arduino
Smart Farming,monitor agriculture conditions variation 949,IoT,Soil Sensor,Water Pump,Arduino,Soil Sensor|Water Pump|Arduino
Smart Irrigation,automatic watering using soil moisture variation 950,IoT,Temperature Sensor|Ultrasonic Sensor,None,Arduino,Temperature Sensor|Ultrasonic Sensor|Arduino
Smart Lighting,automatic lighting control variation 951,IoT,Motion Sensor|Soil Sensor,LED,Arduino,Motion Sensor|Soil Sensor|LED|Arduino
Smart Farming,monitor agriculture conditions variation 952,IoT,Motion Sensor|Ultrasonic Sensor,None,ESP32,Motion Sensor|Ultrasonic Sensor|ESP32
Fire Detection,detect fire using flame sensor variation 953,IoT,LDR Sensor,None,ESP8266,LDR Sensor|ESP8266
Weather Monitoring,monitor temperature and humidity variation 954,IoT,Flame Sensor,None,ESP32,Flame Sensor|ESP32
Water Level Indicator,monitor water level in tank variation 955,IoT,Humidity Sensor,Servo Motor,Arduino,Humidity Sensor|Servo Motor|Arduino
Smart Security System,detect intruders using sensors variation 956,IoT,Temperature Sensor,Buzzer,ESP8266,Temperature Sensor|Buzzer|ESP8266
Smart Parking,detect parking availability variation 957,IoT,Soil Sensor|Gas Sensor,None,ESP8266,Soil Sensor|Gas Sensor|ESP8266
Line Following Robot,robot follows path using IR sensors variation 958,Robotics,Temperature Sensor|Flame Sensor,Buzzer,ESP8266,Temperature Sensor|Flame Sensor|Buzzer|ESP8266
Smart Lighting,automatic lighting control variation 959,IoT,Temperature Sensor|Ultrasonic Sensor,Buzzer,ESP8266,Temperature Sensor|Ultrasonic Sensor|Buzzer|ESP8266
Line Following Robot,robot follows path using IR sensors variation 960,Robotics,Soil Sensor|Flame Sensor,Servo Motor,ESP32,Soil Sensor|Flame Sensor|Servo Motor|ESP32
Weather Monitoring,monitor temperature and humidity variation 961,IoT,Temperature Sensor|LDR Sensor,None,ESP32,Temperature Sensor|LDR Sensor|ESP32
Air Quality Monitoring,monitor pollution levels variation 962,IoT,Temperature Sensor,None,ESP8266,Temperature Sensor|ESP8266
Smart Parking,detect parking availability variation 963,IoT,Gas Sensor|IR Sensor,Servo Motor,Arduino,Gas Sensor|IR Sensor|Servo Motor|Arduino
Smart Lighting,automatic lighting control variation 964,IoT,IR Sensor|Ultrasonic Sensor,Buzzer,Arduino,IR Sensor|Ultrasonic Sensor|Buzzer|Arduino
Obstacle Avoiding Robot,robot avoids obstacles variation 965,Robotics,Soil Sensor|LDR Sensor,None,ESP8266,Soil Sensor|LDR Sensor|ESP8266
Weather Monitoring,monitor temperature and humidity variation 966,IoT,Motion Sensor,Motor Driver,ESP8266,Motion Sensor|Motor Driver|ESP8266
Fire Detection,detect fire using flame sensor variation 967,IoT,Motion Sensor|IR Sensor,Motor Driver,ESP8266,Motion Sensor|IR Sensor|Motor Driver|ESP8266
Obstacle Avoiding Robot,robot avoids obstacles variation 968,Robotics,Ultrasonic Sensor|Flame Sensor,LED,Arduino,Ultrasonic Sensor|Flame Sensor|LED|Arduino
Air Quality Monitoring,monitor pollution levels variation 969,IoT,Ultrasonic Sensor,None,ESP32,Ultrasonic Sensor|ESP32
Home Automation,control home devices using wifi variation 970,IoT,IR Sensor|Gas Sensor,None,ESP32,IR Sensor|Gas Sensor|ESP32
Smart Irrigation,automatic watering using soil moisture variation 971,IoT,Humidity Sensor,Relay,ESP32,Humidity Sensor|Relay|ESP32
Smart Irrigation,automatic watering using soil moisture variation 972,IoT,Humidity Sensor|IR Sensor,None,Arduino,Humidity Sensor|IR Sensor|Arduino
Smart Parking,detect parking availability variation 973,IoT,IR Sensor|Gas Sensor,None,ESP8266,IR Sensor|Gas Sensor|ESP8266
Fire Detection,detect fire using flame sensor variation 974,IoT,Motion Sensor,None,ESP32,Motion Sensor|ESP32
Obstacle Avoiding Robot,robot avoids obstacles variation 975,Robotics,LDR Sensor,None,ESP32,LDR Sensor|ESP32
Air Quality Monitoring,monitor pollution levels variation 976,IoT,Humidity Sensor|Temperature Sensor,None,Arduino,Humidity Sensor|Temperature Sensor|Arduino
Home Automation,control home devices using wifi variation 977,IoT,Temperature Sensor,Relay,ESP32,Temperature Sensor|Relay|ESP32
Smart Farming,monitor agriculture conditions variation 978,IoT,Ultrasonic Sensor|Temperature Sensor,None,Arduino,Ultrasonic Sensor|Temperature Sensor|Arduino
Air Quality Monitoring,monitor pollution levels variation 979,IoT,Soil Sensor|LDR Sensor,Buzzer,ESP8266,Soil Sensor|LDR Sensor|Buzzer|ESP8266
Weather Monitoring,monitor temperature and humidity variation 980,IoT,Gas Sensor,Buzzer,ESP32,Gas Sensor|Buzzer|ESP32
Smart Farming,monitor agriculture conditions variation 981,IoT,LDR Sensor,None,ESP8266,LDR Sensor|ESP8266
Smart Lighting,automatic lighting control variation 982,IoT,IR Sensor|Humidity Sensor,None,ESP32,IR Sensor|Humidity Sensor|ESP32
Home Automation,control home devices using wifi variation 983,IoT,Humidity Sensor,Water Pump,Arduino,Humidity Sensor|Water Pump|Arduino
Water Level Indicator,monitor water level in tank variation 984,IoT,Flame Sensor|Motion Sensor,None,Arduino,Flame Sensor|Motion Sensor|Arduino
Smart Irrigation,automatic watering using soil moisture variation 985,IoT,Temperature Sensor,None,Arduino,Temperature Sensor|Arduino
Smart Irrigation,automatic watering using soil moisture variation 986,IoT,Humidity Sensor,None,ESP8266,Humidity Sensor|ESP8266
Weather Monitoring,monitor temperature and humidity variation 987,IoT,LDR Sensor,Valve,ESP32,LDR Sensor|Valve|ESP32
Weather Monitoring,monitor temperature and humidity variation 988,IoT,LDR Sensor,None,ESP32,LDR Sensor|ESP32
Water Level Indicator,monitor water level in tank variation 989,IoT,Flame Sensor|Motion Sensor,None,Arduino,Flame Sensor|Motion Sensor|Arduino
Fire Detection,detect fire using flame sensor variation 990,IoT,Temperature Sensor|Ultrasonic Sensor,LED,Arduino,Temperature Sensor|Ultrasonic Sensor|LED|Arduino
Smart Irrigation,automatic watering using soil moisture variation 991,IoT,Motion Sensor|Ultrasonic Sensor,LED,ESP8266,Motion Sensor|Ultrasonic Sensor|LED|ESP8266
Line Following Robot,robot follows path using IR sensors variation 992,Robotics,Soil Sensor|IR Sensor,None,ESP32,Soil Sensor|IR Sensor|ESP32
Fire Detection,detect fire using flame sensor variation 993,IoT,Flame Sensor|Humidity Sensor,Buzzer,ESP8266,Flame Sensor|Humidity Sensor|Buzzer|ESP8266
Smart Farming,monitor agriculture conditions variation 994,IoT,Gas Sensor|Motion Sensor,None,Arduino,Gas Sensor|Motion Sensor|Arduino
Home Automation,control home devices using wifi variation 995,IoT,Motion Sensor|Soil Sensor,None,Arduino,Motion Sensor|Soil Sensor|Arduino
Smart Security System,detect intruders using sensors variation 996,IoT,Flame Sensor,Water Pump,ESP8266,Flame Sensor|Water Pump|ESP8266
Smart Farming,monitor agriculture conditions variation 997,IoT,Gas Sensor|IR Sensor,Water Pump,ESP32,Gas Sensor|IR Sensor|Water Pump|ESP32
Air Quality Monitoring,monitor pollution levels variation 998,IoT,Flame Sensor,None,Arduino,Flame Sensor|Arduino
Line Following Robot,robot follows path using IR sensors variation 999,Robotics,Humidity Sensor|Temperature Sensor,None,ESP8266,Humidity Sensor|Temperature Sensor|ESP8266
Water Level Indicator,monitor water level in tank variation 1000,IoT,IR Sensor|Temperature Sensor,None,ESP32,IR Sensor|Temperature Sensor|ESP32
